Time,Tank_1,Tank_2,Tank_3,Tank_4,Tank_5,Tank_6,Tank_7,Tank_8,Pump_1,Pump_2,Pump_3,Pump_4,Pump_5,Pump_6,Flow_sensor_1,Flow_sensor_2,Flow_sensor_3,Flow_sensor_4,Valv_1,Valv_2,Valv_3,Valv_4,Valv_5,Valv_6,Valv_7,Valv_8,Valv_9,Valv_10,Valv_11,Valv_12,Valv_13,Valv_14,Valv_15,Valv_16,Valv_17,Valv_18,Valv_19,Valv_20,Valv_21,Valv_22
09/04/2021 18:59,1767,1065,851,33,0,72,458,297,0,1,0,0,1,1,4000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
09/04/2021 18:59,1798,1055,855,30,0,72,458,297,0,1,0,0,1,1,4000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
09/04/2021 18:59,1818,1039,866,31,1,64,458,305,0,1,0,0,1,1,4000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
09/04/2021 18:59,1850,1029,869,32,1,56,458,313,0,1,0,0,1,1,4000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
09/04/2021 18:59,1887,1014,882,32,1,56,458,321,0,1,0,0,1,1,4000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
09/04/2021 18:59,1916,1001,886,29,1,40,458,329,0,1,0,0,1,1,4000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
09/04/2021 18:59,1941,988,894,33,0,40,458,337,0,1,0,0,1,1,4000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
09/04/2021 18:59,1959,977,900,30,1,32,458,345,0,1,0,1,1,1,4000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
09/04/2021 18:59,1980,964,909,31,13,23,458,353,0,1,0,1,1,1,4000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
09/04/2021 18:59,1979,951,918,32,72,7,458,353,0,0,0,1,1,1,4000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
